callback_ms,sensor_to_cmd_ms
159.78569599974435,243.966016
28.67999999989479,112.727839
11.195200000202021,94.79791999999999
10.541920000378013,94.028768
15.503648000048997,98.80767999999999
10.94262400010848,94.277087
10.011903999838978,93.221728
10.425311999824771,93.725855
14.336864000142668,97.71081500000001
10.019423999892751,93.529471
10.503808000066783,93.88607999999999
38.02969599973949,121.5184
9.348575999865716,93.615679
10.379968000052031,93.606015
14.423072000226966,97.823551
11.022719999800756,94.113663
10.280832000262308,93.662368
9.89510399995197,93.077248
14.412351999908424,97.608959
7.701280000219413,92.310368
4.156544000124995,88.324512
6.967232000079093,91.464639
4.839231999994809,89.271231
4.8366080000050715,89.351327
8.47328000008929,92.875007
4.835744000047271,88.89817599999999
5.033951999848796,89.47379099999999
37.70086399981665,122.208895
4.920672000025661,89.492192
7.230080000226735,91.920384
9.895744000004925,94.435232
5.248672000107035,89.74822400000001
4.751007999857393,89.257984
4.938015999869094,89.42208
8.33926400036944,92.973248
4.899424000086583,89.299007
6.871168000088801,91.31702299999999
4.078624000158015,88.62358400000001
7.6627200000984885,92.15804700000001
4.725759999928414,89.112352
4.7794880001674755,89.216768
8.179423999990831,92.775199
4.802592000032746,89.225983
4.700511999999435,89.275775
4.60908799959725,89.123744
7.751871999971627,92.055071
4.956704000051104,89.56438399999999
5.675232000157848,90.314144
8.038464000037493,92.562847
5.099231999793119,89.406336
5.085119999876042,89.64067200000001
5.039552000198455,89.318688
7.695744000102422,92.27036700000001
5.012800000258721,89.50688
5.014496000057989,89.373312
10.136127999885503,94.59340800000001
4.701856000338012,88.63958299999999
4.725344000235054,89.231327
8.746272000280442,93.31558399999999
4.723487999854115,89.34611100000001
4.403360000196699,88.52998400000001
35.54739199989854,120.21222300000001
4.853760000059992,89.42441600000001
5.085408000013558,89.543904
8.099872000002506,92.56105500000001
4.742208000152459,89.440352
4.7938239999893995,89.24966300000001
4.1849280000860745,88.889696
7.761280000067927,92.07660800000001
4.776736000167148,89.14540699999999
3.6088959996050107,88.198463
7.6790720004282775,92.519807
4.74675199984631,88.909855
3.524640000250656,88.06083100000001
7.808767999904376,92.459039
4.787391999798274,89.065151
4.448319999937667,89.102016
6.822336000368523,91.35932700000001
7.796512000368239,92.08576000000001
4.672832000323979,89.240288
4.838591999941855,89.355839
3.673279999929946,87.665727
8.237632000145823,92.474911
3.664415999992343,88.350047
4.81337600012921,89.44896
6.6031040000780195,91.006399
4.784415999893099,89.22569499999999
4.8678080001991475,89.151232
3.6401279999154212,87.48607899999999
7.7172800001790165,92.142687
4.817888000161474,89.302815
3.4455040004104376,88.121088
5.919967999943765,90.537215
35.75628800035702,120.176127
3.83510399979059,88.320447
3.8940159997764567,88.205535
4.77932800004055,89.110592
8.0474240003241,92.545119
4.771711999637773,89.27644799999999
3.487391999897227,87.90992
8.141215999785345,92.740768
4.872383999554586,89.503424
4.70454400010567,89.29455899999999
7.769344000280398,92.345023
4.99919999992926,89.350847
4.831199999898672,89.463616
8.051552000324591,92.593664
4.161952000231395,88.49395200000001
4.783744000178558,88.745824
4.905887999939296,89.379007
35.02220800010036,118.721439
5.03846399988106,89.650432
5.04179200015642,89.62464
8.232160000261501,92.86575900000001
3.777888000058738,87.87088
3.867263999836723,88.502847
3.8990080001894967,88.329504
8.504064000135259,93.377887
6.662752000011096,91.07628700000001
4.8854399997253495,89.50035100000001
4.243104000124731,87.986304
7.82656000001225,92.28595100000001
4.91072000022541,89.331135
4.828160000215576,89.229951
4.712959999778832,89.20352
35.54448000022603,119.95347100000001
4.995391999727872,89.527136
4.726560000108293,89.29132800000001
4.81692799985467,89.178847
8.271199999853707,92.679775
4.963232000136486,89.61494400000001
4.764863999753288,89.420639
4.824287999781518,89.329407
9.617760000310227,94.02809500000001
5.129407999902469,89.715487
4.945696000049793,89.496736
4.938560000027792,89.481216
7.792416000029334,92.37443200000001
4.844928000238724,89.456608
4.659776000153215,89.090143
9.739360000367014,94.331392
6.689599999845086,91.370143
6.624287999784428,91.222144
5.330495999714913,89.779968
8.346112000253925,93.311936
4.892416000075173,89.55279900000001
4.760512000302697,89.286367
5.019423999783612,89.77692800000001
8.442431999810651,93.19593599999999
4.314432000228408,88.78364800000001
4.883423999672232,89.479744
7.915744000001723,92.55475200000001
3.6728959998981736,88.098208
3.981024000040634,88.420288
7.715424000252824,92.233535
3.716927999903419,88.211103
4.909600000246428,89.559168
35.68944000016927,120.377504
4.006176000075357,88.697311
